payment_ratio_3month,total_usage,total_usage_per_limit,delinquency_score,payment_ratio,payment_ratio_6month,utilization_3month,overlimit_percentage,total_3mo_usage_per_limit,remaining_bill,default_flag,credit_score
30.33,0.0,0.0,0.0,0.0,50.0,0.005770709,0.0,0.002049438,114060.0,1,335.66047059904247
70.05,2017956.0,0.08071824,0.0,71.22,98.69,0.48507454,0.0,0.40841998,4657138.0,0,320.14881370277146
25.0,0.0,0.0,0.0,0.0,100.33,0.000719259,0.0,0.0,0.0,0,335.9277113701177
65.38,4918000.0,0.234190476,0.0,37.25,43.25,0.595085083,0.0,0.177349429,12723213.0,0,317.9085567119493
4.79,0.0,0.0,2.0,0.0,26.05,1.072906288,13.252807575757576,0.026849564,75220201.0,1,137.52924594645089
11.44,0.0,0.0,0.0,0.0,40.13,1.142090344,20.7486875,0.109375,9656999.0,0,315.83132484797784
100.0,16860354.0,0.33720708,0.0,100.0,100.0,0.62342844,0.0,0.269226205,0.0,0,322.330837858148
100.0,0.0,0.0,0.0,100.0,87.56,0.074972641,0.0,0.001699274,0.0,0,336.14135297491543
10.22,455900.0,0.04559,0.0,15.76,21.13,0.84020275,0.0,0.0638598,8434377.0,0,327.4277477595385
10.99,5581172.0,0.143106974,0.0,16.67,10.92,1.020597962,7.897746153846154,0.097196545,42337498.0,1,297.75637710564575
18.97,7052415.0,0.135623365,0.0,14.78,8.54,0.887410125,0.0,0.055302885,54199747.0,0,294.9847394934141
67.0,2311500.0,0.056378049,0.0,75.65,57.05,0.194241274,0.0,0.170835043,14035025.0,0,320.7506010617681
11.28,0.0,0.0,0.0,0.0,12.37,0.986632787,2.1774814814814816,0.100925926,31012184.0,0,310.8590682901915
8.46,0.0,0.0,0.0,0.0,37.78,0.964380125,0.0,0.31157725,3473377.0,0,324.7982986972718
74.92,1462713.0,0.2437855,0.0,100.0,66.67,0.770689167,0.0,0.6299625,0.0,0,314.051899024649
100.02,4371200.0,0.112082051,0.0,100.0,99.24,0.251776173,0.0,0.215739538,0.0,0,328.1108371089086
21.06,0.0,0.0,0.0,0.0,37.44,1.051194389,9.316477777777777,0.168886333,9824034.0,0,319.7886068059971
19.13,527496.0,0.087916,0.0,56.85,69.97,0.941473167,0.0,0.159629167,4923205.0,0,326.5932457202202
21.84,50000.0,0.016666667,0.0,10.08,17.68,0.926630417,0.0,0.162289167,2888880.0,0,328.9795913122539
100.0,307265.0,0.07681625,0.0,100.0,44.05,0.535553625,0.0,0.26037875,0.0,0,327.40399913971856
99.72,267249.0,0.038178429,0.0,100.0,100.0,0.220094286,0.0,0.033959286,0.0,0,334.5524926881086
100.0,4226553.0,0.062155191,0.0,100.0,53.88,0.198695596,0.0,0.078522103,10807711.0,0,325.4370054399507
7.5,0.0,0.0,0.0,0.0,14.19,0.6852775,9.755888888888888,0.092002569,19822317.0,0,314.87757897215425
97.82,0.0,0.0,0.0,100.0,99.61,0.1008681,0.0,0.0,71247.0,0,336.1721679605472
20.41,789870.0,0.013857368,0.0,17.75,31.59,0.215778193,0.0,0.018311412,9513223.0,0,328.5985479139875
58.75,500000.0,0.1,0.0,0.0,24.3,0.751766,10.15906,0.3464093,5503853.0,0,315.4303026976744
47.06,100000.0,0.002083333,0.0,0.0,59.38,0.933404682,2.9926270833333333,0.072757396,44146980.0,1,302.4400057973993
81.8,89000.0,0.002472222,0.0,84.8,101.5,1.017793938,13.041588888888889,0.856305556,0.0,0,305.92356285555076
10.48,1203059.0,0.023589392,0.0,32.58,7.43,0.814477436,0.0,0.077147966,40251125.0,0,305.9961613042506
75.0,0.0,0.0,0.0,0.0,100.0,0.094780147,0.0,0.042406506,3829500.0,0,332.1665897774728
22.2,0.0,0.0,0.0,18.35,80.7,0.78511315,0.0,0.0,3682624.0,1,333.4414268053187
9.23,0.0,0.0,0.0,0.0,12.96,0.385441611,0.0,0.0,3229179.0,1,333.51409178571294
113.14,1590000.0,0.056785714,0.0,0.0,78.04,0.027723393,0.0,0.0434335,0.0,0,333.5820874041699
0.0,0.0,0.0,2.0,0.0,0.0,0.000355409,0.0,0.0,0.0,1,195.66159413318098
38.81,0.0,0.0,0.0,39.52,58.16,0.250294712,0.0,0.000604808,3194687.0,0,333.7569495115365
10.84,321198.0,0.004523915,0.0,12.29,11.46,1.096380644,0.0,0.0,35989542.0,0,311.3244612975812
9.84,0.0,0.0,0.0,19.35,9.69,0.473858,0.0,0.0,1827110.0,0,334.5097492424099
13.13,20000.0,0.004,0.0,0.0,10.05,1.0065374,7.12458,0.0635125,5366278.0,1,326.6628828212968
12.03,0.0,0.0,0.0,0.63,9.67,1.201252531,10.056725,0.096526786,73132564.0,0,278.57129065728486
68.77,2585900.0,0.430983333,0.0,54.5,32.39,0.25187625,0.0,0.12210825,829240.0,0,323.7333781073594
45.25,15655452.0,0.31310904,0.0,85.81,14.53,0.77130213,0.0,0.2335299,47627500.0,0,291.32936792651356
138.39,2499061.0,0.12495305,0.0,100.55,144.44,0.368863725,0.0,0.068659363,3965760.0,0,329.37425606478496
100.2,0.0,0.0,0.0,100.65,100.0,0.614348667,0.0,0.0,1433336.0,0,335.25478628898423
17.23,0.0,0.0,0.0,33.49,13.71,0.730477065,0.0,0.168399129,90538961.0,0,269.96455972113745
32.84,0.0,0.0,0.0,11.82,10.22,0.901086417,0.0,0.126,2826313.0,0,330.3293282715327
43.32,0.0,0.0,0.0,49.49,97.83,0.117429431,0.0,0.060764641,7785116.0,0,329.1261798444085
0.0,515.0,7.36e-05,0.0,0.0,0.0,0.002589286,0.0,0.0,0.0,0,335.6601874053522
61.61,26652913.0,0.333161413,0.0,26.16,64.83,0.631832125,0.0,0.298814572,54768947.0,0,284.27310669991937
79.75,1052665.0,0.210533,0.0,100.0,100.0,1.00320715,0.0,0.8858321,4798385.0,0,304.45767232801893
28.76,0.0,0.0,0.0,0.0,57.53,0.458302727,0.0,0.192430106,37459859.0,0,305.1818432422716
15.52,2398100.0,0.02472268,0.0,0.0,16.79,0.89780324,8.06587731958763,0.073647067,103575120.0,0,259.1758676228376
100.43,3963100.0,0.180140909,0.0,100.0,100.0,0.126561955,0.0,0.075049136,0.0,0,330.7028081878583
100.0,3080001.0,0.15400005,0.0,104.21,106.43,0.399297275,0.0,0.255857675,5021821.0,0,322.83853766840065
165.23,210900.0,0.052725,0.0,542.49,45.9,0.5938155,0.0,0.082887313,2250003.0,0,332.56075609118244
100.0,2152839.0,0.047840867,0.0,100.0,100.0,0.237811611,0.0,0.16886915,0.0,0,330.63689868219535
50.0,378934.0,0.009971947,0.0,0.0,39.29,0.004254289,0.0,0.003508507,0.0,0,335.47818507820085
55.83,0.0,0.0,0.0,34.09,0.0,0.672459833,0.0,0.27411875,2627322.0,0,326.4060560844512
75.0,1233539.0,0.06167695,0.0,10.0,100.03,0.493922575,0.0,0.248054025,13873200.0,0,318.5438405589322
60.53,0.0,0.0,0.0,100.16,50.0,0.705381833,0.0,0.23031,0.0,0,329.7200000317421
100.9,459428.0,0.114857,0.0,100.0,100.0,0.692359563,0.0,0.305426,2030088.0,0,324.20786664917796
33.33,3341480.0,0.334148,0.0,100.0,66.67,0.212202975,0.0,0.146334625,3629940.0,0,323.2467895441632
64.0,109040.0,0.036346667,0.0,36.84,71.1,1.073538083,1.1355,0.1567585,3124195.0,0,328.2494593996339
30.58,0.0,0.0,0.0,100.01,10.12,0.95003345,2.1044400000000003,0.2411623,0.0,0,328.26016122051817
61.03,0.0,0.0,0.0,100.0,98.44,0.544276975,0.0,0.0,1159292.0,0,335.43389908932573
91.75,214900.0,0.04298,0.0,65.76,97.66,0.17569145,0.0,0.04298775,1029213.0,0,333.40857879614276
50.0,100000.0,0.002173913,0.0,0.0,83.81,1.075951918,10.172789130434783,0.753606359,48660503.0,1,277.0301606589823
30.67,12000.0,0.003,0.0,10.0,77.65,1.086445875,0.0,0.093242375,3514732.0,0,330.8862412464034
100.0,460485.0,0.051165,0.0,100.0,100.08,0.146046472,0.0,0.117486222,0.0,0,331.9945642767029
85.24,41236899.0,0.453152736,0.0,100.0,70.0,0.668007242,0.0,0.225359291,0.0,0,321.24831226296675
40.35,937600.0,0.18752,0.0,11.01,43.12,1.02868345,12.61176,0.16336535,5492170.0,0,317.6819721284644
110.43,4470646.0,0.103968512,0.0,48.73,100.0,0.314216291,0.0,0.139228901,1875000.0,0,328.96593452507153
20.79,0.0,0.0,0.0,19.59,21.21,0.682487917,0.0,0.144992583,2383145.0,0,330.15556196821683
142.87,410000.0,0.05125,0.0,356.89,112.8,0.096096969,0.0,0.05051375,0.0,0,334.63535022667725
100.36,671200.0,0.074577778,0.0,192.31,95.84,0.045629694,0.0,0.071986889,0.0,0,333.06596276932174
100.03,405680.0,0.135226667,0.0,100.0,80.55,0.186381333,0.0,0.154566667,615584.0,0,328.89468936891126
100.0,596550.0,0.059655,0.0,100.0,76.04,0.46425035,0.0,0.078509,0.0,0,332.8464393729185
51.09,40521.0,0.0081042,0.0,100.0,75.69,0.01297225,0.0,0.0023,173627.0,0,335.8210434294918
12.05,4836844.0,0.098711102,0.0,11.28,12.38,0.589734954,0.0,0.075150658,18530680.0,0,319.24196009915573
19.23,2948650.0,0.226819231,0.0,23.12,20.68,0.630350981,0.0,0.124155269,9568804.0,0,321.5504004570546
100.96,0.0,0.0,0.0,0.0,166.67,1.025588579,1.932278947368421,0.343793421,18218528.0,1,313.31898079618
30.25,1490766.0,0.212966571,0.0,0.0,8.33,0.306410107,0.0,0.137178857,90325.0,0,327.7585333165587
10.0,7678899.0,0.284403667,0.0,33.6,18.84,1.111371407,2.1560703703703705,0.059429509,26013658.0,0,310.0750125327023
21.88,3735295.0,0.18676475,0.0,21.22,55.4,0.544129063,0.0,0.082853213,12277807.0,0,321.7142595814421
108.03,5835120.0,0.72939,0.0,100.0,100.0,0.310166781,0.0,0.26297175,2922151.0,0,313.03352671215305
87.98,9474712.0,0.108904736,0.0,100.0,100.0,0.108738629,0.0,0.093055523,0.0,0,331.56639159468426
4.89,0.0,0.0,0.0,9.41,18.75,0.952328661,0.0,0.0,13204411.0,0,326.8171407054942
105.14,799200.0,0.2664,0.0,97.51,87.33,0.8677895,0.0,0.25722375,2436228.0,0,322.32907113027744
75.0,820000.0,0.063076923,0.0,0.0,73.14,0.664002673,13.30113846153846,0.323879019,14539428.0,0,309.21056701053175
16.8,901000.0,0.032178571,0.0,17.34,15.38,0.22190392,0.0,0.017226339,4297820.0,0,331.7580973177482
13.42,0.0,0.0,0.0,0.0,25.82,1.043487475,6.954929999999999,0.117239925,10722440.0,0,321.76123904900277
100.0,127001.0,0.0127001,0.0,105.57,100.13,0.002527075,0.0,0.009182775,157224.0,0,335.6351713082014
34.26,1229000.0,0.06145,0.0,11.17,82.96,0.967737613,3.6165450000000003,0.0875,20950666.0,0,316.35390421963416
2.32,0.0,0.0,0.0,0.0,0.0,0.94468005,16.32004,0.28945115,4512133.0,1,316.43817873078467
73.08,58330.0,0.004860833,0.0,22.09,100.19,0.695379313,0.4951166666666667,0.337674375,7999527.0,0,320.90820539357793
0.0,0.0,0.0,0.0,0.0,7.13,0.128725958,0.0,0.0599625,0.0,0,334.0222509055227
100.0,0.0,0.0,0.0,100.0,100.0,0.3377416,0.0,0.1034941,0.0,0,333.3592266716273
100.0,2559980.0,0.036571143,0.0,100.13,57.95,0.408881718,0.0,0.098325239,0.0,0,332.6920297231123
56.19,1020580.0,0.068038667,0.0,100.0,64.25,0.401074767,0.0,0.161283967,0.0,0,330.36579834016806
56.89,0.0,0.0,0.0,13.6,100.03,1.630952631,46.93984642857143,0.293710857,123837458.0,0,220.67200959917702
63.04,246155.0,0.0246155,0.0,99.86,50.02,0.0524539,0.0,0.0349141,915899.0,0,334.0334868227923
7.1,1000000.0,0.035714286,0.0,16.1,10.14,0.902585027,0.0,0.049368661,26566272.0,0,315.7378251131298
108.01,500000.0,0.05,0.0,197.78,104.61,1.03728115,0.0,0.182453225,0.0,0,330.5201608717369
92.67,0.0,0.0,0.0,100.0,114.03,0.58375645,0.0,0.48307735,0.0,0,322.89911572401155
100.0,766209.0,0.040326789,0.0,100.0,100.12,0.079778776,0.0,0.038124566,0.0,0,334.3965587863426
189.33,136869.0,0.006221318,0.0,289.21,218.04,0.008578443,0.0,0.007730182,0.0,0,336.7589828887848
9.63,149000.0,0.00745,0.0,18.53,20.02,0.827002538,0.0,0.018219625,13143288.0,0,326.2424132904258
50.33,970000.0,0.015396825,0.0,0.0,151.14,0.037410123,0.0,0.018154762,0.0,0,335.2661314425095
100.0,1618.0,0.000269667,0.0,100.0,100.0,0.109565667,0.0,0.0,429035.0,0,335.92629956967914
13.54,0.0,0.0,0.0,13.91,12.28,1.011868306,2.0838444444444444,0.097222222,18012560.0,0,319.8326260132652
29.9,23945.0,0.002993125,0.0,0.0,47.25,0.722450469,0.0,0.194342969,5900707.0,0,326.36821970335996
75.0,0.0,0.0,0.0,26.21,100.03,1.65516136,94.03710476190477,0.788840208,152146419.0,0,164.31146631471105
75.0,2218159.0,0.2218159,0.0,100.0,56.95,0.412620475,0.0,0.319975,0.0,0,323.01868892882044
93.92,212982.0,0.010142,0.0,100.0,100.19,0.213086619,0.0,0.020117964,0.0,0,335.4716410390127
0.0,0.0,0.0,0.0,0.0,0.0,0.044453292,0.0,0.0,189238.0,0,335.5337306196674
21.1,608297.0,0.03041485,0.0,3.91,16.79,0.659960838,0.0,0.0503032,12768340.0,0,325.1179347860065
71.52,81736.0,0.0040868,0.0,100.0,10.12,0.407757625,0.0,0.164609113,8584844.0,0,325.5520177542998
0.0,14000.0,0.002333333,0.0,7.54,71.8,0.008324917,0.0,0.006024583,137495.0,0,335.5701351988844
99.96,16218125.0,0.216241667,0.0,100.0,94.69,0.313913213,0.0,0.29005836,0.0,0,324.0526730950015
65.88,1863253.0,0.1863253,0.0,63.22,72.16,0.75679075,0.0,0.158647675,4810773.0,0,324.84001346473246
86.68,0.0,0.0,0.0,24.09,100.15,0.7946818,0.0,0.27655365,4095315.0,0,325.5830212677281
104.88,367997.0,0.052571,0.0,100.81,106.81,0.152937429,0.0,0.070408286,0.0,0,333.2898615414758
31.16,440500.0,0.029366667,0.0,20.26,42.07,0.640559767,0.0,0.064126067,8216104.0,0,327.9467393732102
87.12,0.0,0.0,0.0,0.0,166.67,0.030611917,0.0,5.03e-05,116234.0,0,336.0237453458355
45.94,1555417.0,0.086412056,0.0,64.65,52.44,0.765701681,0.0,0.606264319,13947701.0,0,308.14919712567314
36.88,1039515.0,0.0415806,0.0,0.0,23.23,0.9565906,6.3648679999999995,0.15919934,26562496.0,0,309.39190025187474
100.0,2000000.0,0.2,0.0,100.0,100.0,0.41332155,0.0,0.220912175,0.0,0,326.28941542455345
-821.55,0.0,0.0,2.0,4198.85,-1116.35,0.0169815,0.0,0.01409,68575.0,1,204.63044767649686
75.0,0.0,0.0,0.0,100.0,81.84,0.254315778,0.0,0.085783333,0.0,0,333.8008476459867
127.03,47644386.0,0.429228703,0.0,141.61,106.49,0.536882045,0.0,0.472269876,66244835.0,0,270.3366036016099
77.5,1364838.0,0.454946,0.0,29.33,76.72,0.764319583,14.635533333333333,0.783409333,3402674.0,0,295.9651640561814
9.57,0.0,0.0,0.0,0.0,6.43,0.264993333,0.0,0.0,815960.0,0,335.1273248655047
100.0,938518.0,0.1877036,0.0,100.0,100.0,0.31217015,0.0,0.21780625,0.0,0,326.6103323039174
59.25,200000.0,0.04,0.0,24.45,70.0,0.98248835,0.0,0.25170955,4937197.0,0,324.8578061501062
32.09,8584279.0,0.572285267,0.0,0.0,66.67,2.056227283,0.0,0.231772383,5972084.0,0,314.45543049263836
100.0,196435.0,0.032739167,0.0,100.0,100.0,0.871909875,0.0,0.738193417,0.0,0,315.180952707374
44.95,0.0,0.0,0.0,12.61,66.65,0.99866005,12.527474999999999,0.276106238,22166040.0,0,306.9914245960155
155.39,13808704.0,0.6904352,0.0,99.99,257.2,0.602724263,11.257150000000001,1.000013638,0.0,0,290.151217137694
100.29,418570.0,0.0209285,0.0,100.0,100.0,0.019894313,0.0,0.014840013,418733.0,0,335.12800642009313
102.5,2695200.0,0.13476,0.0,100.0,100.0,0.334072363,0.0,0.124956888,8164925.0,0,324.6731468289193
120.75,8074863.0,0.13458105,0.0,200.0,100.0,0.208246983,0.0,0.152177042,0.0,0,329.73514479497726
74.74,500000.0,0.071428571,0.0,99.26,66.59,0.066101571,0.0,0.046689,0.0,0,333.4741425132147
11.0,60000.0,0.0075,0.0,0.0,48.01,0.978651313,4.516675,0.093879688,8351787.0,0,325.145174566641
25.45,0.0,0.0,0.0,4.73,33.34,1.2395673,31.229820000000004,0.27696875,6494255.0,0,308.08251181082596
123.75,3779400.0,0.18897,0.0,91.49,106.84,0.2738679,0.0,0.26813685,8128301.0,0,319.69522614994384
68.13,20879.0,0.001739917,0.0,96.78,79.4,0.084770938,0.0,0.06227775,314349.0,0,334.18928315347426
100.0,100000.0,0.001234568,0.0,100.02,100.0,0.478015713,0.0,0.112054404,28840075.0,0,313.61241785672775
74.81,2125031.0,0.10625155,0.0,0.0,53.84,0.649697513,0.0,0.2973935,7143198.0,0,320.7227356956327
15.9,2399059.0,0.299882375,0.0,26.84,14.67,0.994771344,4.880375,0.151116125,8291985.0,0,317.8229097551648
36.35,594121.0,0.14853025,0.0,32.83,33.34,0.81348375,0.0,0.24694725,1495901.0,0,325.16779391791084
24.22,461998.0,0.038499833,0.0,0.0,22.37,0.975413625,1.59265,0.18218425,12170526.0,0,320.92617260346464
100.0,559740.0,0.00601871,0.0,100.0,50.0,0.043131387,0.0,0.010107527,0.0,0,335.69416247610854
17.49,0.0,0.0,0.0,19.91,14.11,1.005480563,21.246499999999997,0.1875,9717925.0,0,313.37003340299003
51.0,4052320.0,0.810464,0.0,100.0,4.39,0.83232105,6.00396,0.2099,1374920.0,0,310.73783709709755
100.0,0.0,0.0,0.0,100.0,100.02,0.4884603,0.0,0.01345525,0.0,0,335.8492921647053
29.13,5794665.0,0.128770333,0.0,12.09,42.27,0.691762244,0.0,0.211385267,41785393.0,0,299.2689058818177
75.04,160000.0,0.026666667,0.0,0.0,109.71,0.096314875,0.0,0.031102792,426701.0,0,334.294451991102
65.59,1682165.0,0.152924091,0.0,100.0,68.27,0.170358477,0.0,0.034766591,859429.0,0,331.672159206019
28.6,0.0,0.0,0.0,18.4,50.96,0.1178541,0.0,0.046695,938170.0,0,333.92570789015775
49.92,0.0,0.0,2.0,0.0,0.0,0.795974563,8.9705,0.321680063,2699053.0,1,180.4511855230296
24.92,0.0,0.0,0.0,0.0,66.67,0.043008107,0.0,0.0387875,93559.0,0,334.70255222934804
63.77,2563432.0,0.085447733,0.0,100.0,46.11,0.0606867,0.0,0.018683733,1457161.0,0,332.94396366415316
36.1,60000.0,0.02,0.0,51.45,124.22,1.333643417,33.034400000000005,0.109683333,4002860.0,1,313.48513766963316
0.0,0.0,0.0,0.0,0.0,17.25,2.1178046,113.9347,0.055349,8419263.0,1,271.45135740973535
90.39,1773191.0,0.136399308,0.0,56.6,99.45,0.395023077,0.0,0.122036673,2499168.0,0,328.42151231657544
10.6,0.0,0.0,0.0,0.0,20.97,0.46228895,0.0,0.045367,4178370.0,0,331.6393740318879
52.89,1488082.0,0.248013667,1.0,100.0,34.1,0.873768083,0.0,0.488858625,0.0,0,247.78690506833914
100.63,16452863.0,0.548428767,0.0,100.28,100.0,1.086520983,0.0,0.637347158,0.0,0,308.11421463131137
86.88,388000.0,0.043111111,0.0,100.0,33.33,0.074172167,0.0,0.030766667,372087.0,0,334.11825811698105
79.0,265660.0,0.029517778,0.0,19.41,100.0,0.141587944,0.0,0.037240083,2136274.0,0,332.9465240801704
34.72,0.0,0.0,0.0,0.0,40.37,0.009476417,0.0,0.0,93559.0,0,335.7054567632289
50.0,0.0,0.0,0.0,100.0,100.63,0.03353275,0.0,0.03470825,0.0,0,335.2631612467251
80.96,2112089.0,0.10560445,0.0,31.53,100.04,0.466398425,0.0,0.2556735,13489259.0,0,317.81638540239055
97.05,2981965.0,0.135543864,0.0,67.51,131.38,0.270302909,0.0,0.201993727,5862915.0,0,324.0706811814003
25.34,0.0,0.0,0.0,0.0,25.66,1.088579773,0.0,0.322554188,45536996.0,0,296.0412214218573
28.68,190000.0,0.019,0.0,101.52,11.18,0.95717495,2.99379,0.230135,407349.0,0,327.48877689966054
125.0,915999.0,0.038166625,0.0,100.0,99.74,0.057273635,0.0,0.035244167,0.0,0,334.5164954571936
400.0,0.0,0.0,0.0,0.0,230.73,1.850585417,0.0,1.7110425,1115646.0,0,288.20111878514405
63.53,988750.0,0.14125,0.0,110.27,40.57,1.084708964,16.8177,0.285714286,8171184.0,0,311.5526850610963
10.31,452594.0,0.023820737,0.0,9.74,21.13,1.057771908,13.17881052631579,0.072631579,21757833.0,0,311.98376122524326
40.53,1745000.0,0.1745,0.0,17.64,43.12,0.82523255,19.96921,0.289455425,10503371.0,0,307.39420133334465
13.23,0.0,0.0,0.0,0.0,19.03,0.821446211,0.0,0.130723,17410172.0,0,320.3333127319659
102.49,589680.0,0.058968,0.0,100.0,37.99,0.1696064,0.0,0.221994675,0.0,0,328.79056825389523
100.0,0.0,0.0,0.0,100.0,100.0,0.1255115,0.0,0.0,0.0,0,336.2213422689724
99.99,45660976.0,0.45660976,0.0,100.0,100.0,0.60788659,0.0,0.730178165,0.0,0,307.30111127767657
75.25,0.0,0.0,0.0,0.0,67.53,0.064485357,0.0,0.03882625,0.0,0,334.76697722445374
53.96,273201.0,0.004630525,1.0,0.0,39.29,0.001109508,0.0,0.002193856,0.0,0,265.61663297617724
82.94,0.0,0.0,0.0,32.55,99.93,0.665719667,0.0,0.26605445,11782099.0,0,320.7039339690788
25.17,0.0,0.0,0.0,0.0,0.0,0.02976535,0.0,0.0115555,49477.0,1,335.30859790919146
100.0,306109.0,0.00728831,0.0,100.82,100.0,0.090838214,0.0,0.054318452,3601657.0,0,332.1487330519548
57.87,638880.0,0.091268571,0.0,64.49,70.53,1.095070071,0.0,0.203592857,5168207.0,0,325.17180125369623
75.0,2592520.0,0.034566933,0.0,100.0,94.59,0.02043181,0.0,0.013227083,0.0,0,335.18051648535646
75.01,0.0,0.0,0.0,98.83,50.0,0.027552225,0.0,0.0178098,0.0,0,335.59274792232753
100.0,0.0,0.0,0.0,100.0,100.0,0.39557237,0.0,0.00131052,3681063.0,0,333.69789528260554
